FIPS,County,Year,Oil (bbl),Casinghead (mcf),GW Gas (mcf),Condensate (bbl)
48143,Erath,2017,1311,488,2698516,4827
48145,Falls,2017,2087,0,0,0
48147,Fannin,2017,0,0,0,0
48149,Fayette,2017,1900116,4857136,5099298,116691
48151,Fisher,2017,843265,910866,36844,534
48153,Floyd,2017,0,0,0,0
48155,Foard,2017,68347,35589,30024,0
48157,Fort Bend,2017,842466,379002,6842061,172508
48159,Franklin,2017,457846,176895,1330173,23718
48161,Freestone,2017,22398,67738,105580418,57320
48163,Frio,2017,7354415,8502003,1199033,20739
48165,Gaines,2017,23775538,20371227,4409186,9918
48167,Galveston,2017,223275,79720,1722881,54311
48169,Garza,2017,2356682,546318,0,0
48173,Glasscock,2017,30433288,113950423,757290,17668
48175,Goliad,2017,164506,128476,6681173,73531
48177,Gonzales,2017,31500756,54475819,307218,4590
48179,Gray,2017,923911,1748803,6274334,1385
48181,Grayson,2017,1124429,3809080,1175485,13165
48183,Gregg,2017,1472338,2031759,24114519,160333
48185,Grimes,2017,604725,3115615,6175811,59539
48187,Guadalupe,2017,718699,9143,0,0
48189,Hale,2017,1298148,1272194,0,0
48193,Hamilton,2017,294,0,86818,525
48195,Hansford,2017,233316,1192568,9226783,32943
48197,Hardeman,2017,687828,534050,0,0
48199,Hardin,2017,949728,1141288,5619777,308646
48201,Harris,2017,873445,587248,10919893,140445
48203,Harrison,2017,266371,1272596,99486599,492758
48205,Hartley,2017,170933,100058,1086006,2
48207,Haskell,2017,576765,353414,0,0
48209,Hays,2017,0,0,0,0
48211,Hemphill,2017,582727,5349222,106923903,2859644
48213,Henderson,2017,912669,5828577,7823815,26427
48215,Hidalgo,2017,53942,49680,57153256,722917
48217,Hill,2017,0,0,10987492,0
48219,Hockley,2017,12657113,7809617,37590,1376
48221,Hood,2017,0,1828,38470550,81732
48223,Hopkins,2017,166923,85217,61024,5238
48225,Houston,2017,587238,788320,4385505,231547
48227,Howard,2017,40404432,59857993,300580,3388
48229,Hudspeth,2017,0,0,0,0
48231,Hunt,2017,880,0,0,0
48233,Hutchinson,2017,477560,2554462,4983607,73463
48235,Irion,2017,9758072,110012422,1499918,15187
48237,Jack,2017,754432,10332981,8571661,85909
48239,Jackson,2017,1538206,628531,3376776,69466
48241,Jasper,2017,364650,649053,9939854,548774
48243,Jeff Davis,2017,0,0,0,0
48245,Jefferson,2017,694966,586370,10119899,683312
48247,Jim Hogg,2017,13611,1946,7157657,74115
48249,Jim Wells,2017,96374,191846,3315229,9210
48251,Johnson,2017,0,0,206754522,13587
48253,Jones,2017,497875,197658,7618,0
48255,Karnes,2017,94162962,174047622,135688073,17262930
48257,Kaufman,2017,59037,22761,0,0
48261,Kenedy,2017,115216,597523,14864981,180530
48263,Kent,2017,3277862,6370957,0,0
48265,Kerr,2017,0,0,0,0
48267,Kimble,2017,237,0,20551,0
48269,King,2017,1991453,167534,193689,362
48271,Kinney,2017,0,0,0,0
48273,Kleberg,2017,93118,419691,6729603,169328
48275,Knox,2017,149044,31465,0,0
48277,La Salle,2017,51619064,100489521,114740861,3232621
48281,Lamb,2017,262972,195498,0,0
48283,Lampasas,2017,0,0,0,0
48285,Lavaca,2017,4229396,6630154,23525460,502066
48287,Lee,2017,1148262,4279957,648906,10847
48289,Leon,2017,919379,2316652,32330809,46341
48291,Liberty,2017,925236,519256,8947742,288268
48293,Limestone,2017,70739,12,37016505,25841
48295,Lipscomb,2017,1310807,12876090,44846463,1843712
48297,Live Oak,2017,7806869,23936204,52522680,4640772
48301,Loving,2017,44521452,109395933,124241453,16702969
48303,Lubbock,2017,1037092,65180,0,0
48305,Lynn,2017,359690,107037,0,0
48313,Madison,2017,2702793,10243808,3327320,345227
48315,Marion,2017,540982,142409,1660530,26229
48317,Martin,2017,59236930,103499061,10499,78
48321,Matagorda,2017,218482,205521,9375095,178252
48323,Maverick,2017,806706,955819,1825570,47601
48307,Mcculloch,2017,43594,0,0,0
48309,Mclennan,2017,702,0,0,0
48311,Mcmullen,2017,29836386,47576295,35516007,1355773
48325,Medina,2017,116315,1973,213,0
48327,Menard,2017,104546,4940,40158,43
48329,Midland,2017,109693938,235549951,6041514,159323
48331,Milam,2017,488900,281563,22523,256
48333,Mills,2017,0,0,4203,0
48335,Mitchell,2017,2891051,660779,0,0
48337,Montague,2017,1156215,13474847,60525389,673764
48339,Montgomery,2017,850783,1362869,2650995,22948
48341,Moore,2017,338143,1361506,22082843,3475
48343,Morris,2017,21263,11009,0,0
48345,Motley,2017,34572,2960,0,0
48347,Nacogdoches,2017,14797,45043,67357974,88590
48349,Navarro,2017,162023,182570,497131,14848
48351,Newton,2017,526572,977607,2800967,155373
48353,Nolan,2017,1422690,2229394,290966,1627
48355,Nueces,2017,232497,424998,11138859,177512
48357,Ochiltree,2017,4654617,23212414,15266729,357111
48359,Oldham,2017,322604,771091,44662,0
48361,Orange,2017,409528,969853,4809520,303786
48363,Palo Pinto,2017,117969,2668493,8217515,57602
48365,Panola,2017,315581,2140369,271405467,1358531
48367,Parker,2017,1571,194655,65888214,80595
48371,Pecos,2017,16103471,44084888,55931674,61679
48373,Polk,2017,377625,306485,35935755,960994
48375,Potter,2017,874660,3216178,5991218,0
48379,Rains,2017,0,0,0,0
48383,Reagan,2017,39206966,160544959,1464342,29928
48385,Real,2017,86,0,84522,0
48387,Red River,2017,85951,0,0,0
48389,Reeves,2017,57094428,145545957,229880260,28518474
48391,Refugio,2017,2294165,7751435,1750947,20917
48393,Roberts,2017,1420728,13173678,35395682,618345
48395,Robertson,2017,1182565,719729,71088933,5376
48397,Rockwall,2017,0,0,0,0
48399,Runnels,2017,367686,804174,114128,2208
48401,Rusk,2017,1477978,1881170,95488007,563288
48403,Sabine,2017,13679,69477,615397,0
48405,San Augustine,2017,22718,388643,113780901,32506
48407,San Jacinto,2017,54864,209215,2942081,98121
48409,San Patricio,2017,320535,557913,5753579,184376
48413,Schleicher,2017,364758,2572065,5623156,39364
48415,Scurry,2017,14739751,39569511,107,0
48417,Shackelford,2017,414767,646441,1165690,19181
48419,Shelby,2017,30286,445344,54890100,37868
48421,Sherman,2017,59963,52481,14167398,1915
48423,Smith,2017,1036354,1021187,17657017,136580
48425,Somervell,2017,0,0,4527134,4107
48427,Starr,2017,366298,970894,37688088,480943
48429,Stephens,2017,1915285,2678195,7545821,38569
48431,Sterling,2017,820749,6286950,2769369,27403
48433,Stonewall,2017,2170606,2917643,0,0
48435,Sutton,2017,27265,50951,25972779,56317
48437,Swisher,2017,0,0,0,0
48439,Tarrant,2017,0,0,464388180,13171
48441,Taylor,2017,420809,128118,18176,0
48443,Terrell,2017,42283,431142,23226160,49100
48445,Terry,2017,3653644,1950828,0,0
48447,Throckmorton,2017,758524,2511904,175422,1910
48449,Titus,2017,478866,1430,0,0
48451,Tom Green,2017,410085,1699885,578256,2849
48453,Travis,2017,4592,0,0,0
48455,Trinity,2017,23575,0,72209,631
48457,Tyler,2017,546861,629444,8280030,950975
48459,Upshur,2017,91247,41795,19537080,180199
48461,Upton,2017,53061233,142517669,13250324,202766
48463,Uvalde,2017,0,0,0,0
48465,Val Verde,2017,694,0,5189423,18
48467,Van Zandt,2017,484724,206790,612304,4284
48469,Victoria,2017,829514,631781,3562059,64146
48471,Walker,2017,81540,2902221,1143829,42170
48473,Waller,2017,271765,303,1855083,14895
48475,Ward,2017,24140753,48110838,22270362,1228902
48477,Washington,2017,322397,1938738,13242935,288952
48479,Webb,2017,332043,1262608,823482986,14957547
48481,Wharton,2017,799598,1189501,11448740,219455
48483,Wheeler,2017,1515074,11762561,110510276,2539288
48485,Wichita,2017,1720194,432383,0,0
48487,Wilbarger,2017,737241,118639,0,0
48489,Willacy,2017,184587,127177,4960041,52132
48491,Williamson,2017,8498,0,0,0
48493,Wilson,2017,1396406,688673,1255,41
48495,Winkler,2017,9506166,15756967,9233940,326969
48497,Wise,2017,184283,3871287,189635136,430353
48499,Wood,2017,3426276,54113953,981538,17370
48501,Yoakum,2017,24061740,30889962,224555,0
48503,Young,2017,936034,1412070,1101396,14696
48505,Zapata,2017,63040,163576,80611230,57367
48507,Zavala,2017,6539317,6863499,275395,0
48017,Bailey,2017,0,0,0,0
48053,Burnet,2017,0,0,0,0
48069,Castro,2017,0,0,0,0
48085,Collin,2017,0,0,0,0
48091,Comal,2017,0,0,0,0
48259,Kendall,2017,0,0,0,0
48117,Deaf Smith,2017,0,0,0,0
48119,Delta,2017,0,0,0,0
48141,El Paso ,2017,0,0,0,0
48171,Gillespie,2017,0,0,0,0
48191,Hall,2017,0,0,0,0
48279,Lamar,2017,0,0,0,0
48299,Llano,2017,0,0,0,0
48319,Mason,2017,0,0,0,0
48369,Parmer,2017,0,0,0,0
48381,Randall,2017,0,0,0,0
48411,San Saba,2017,0,0,0,0
48377,Presidio,2017,0,0,0,0
