FIPS,County,Year,Oil (bbl),Casinghead (mcf),GW Gas (mcf),Condensate (bbl),Daily Rate (bbl/day),Oil (Million BBL),Daily Oil Rate (Thousand BBL/DAY),Growth Rate (%),Daily,Counties Over 1000 BBL since 2010,Counties Over 1000 BBL,Cumulative Oil (bbl),Natural Gas from Gas Wells (Billion Cubic Feet)
48479,Webb,2019,262357,1032268,804885979,14101318,718.7863014,0.262357,0.718786301,-14,0.718786301,0,0,5213816,804.885979
48481,Wharton,2019,675788,837405,8577818,125893,1851.473973,0.675788,1.851473973,-11,1.851473973,0,0,22536319,8.577818
48483,Wheeler,2019,1131759,8826030,87168282,1944364,3100.709589,1.131759,3.100709589,-13,3.100709589,0,0,36385439,87.168282
48485,Wichita,2019,1530875,281330,0,0,4194.178082,1.530875,4.194178082,-4,4.194178082,0,0,40993191,0
48487,Wilbarger,2019,738867,96629,0,0,2024.293151,0.738867,2.024293151,5,2.024293151,0,0,14668776,0
48489,Willacy,2019,175478,62843,3670729,38131,480.7616438,0.175478,0.480761644,9,0.480761644,0,0,7441239,3.670729
48491,Williamson,2019,7034,0,0,0,19.27123288,0.007034,0.019271233,-6,0.019271233,0,0,191401,0
48493,Wilson,2019,2158279,1239731,701,42,5913.093151,2.158279,5.913093151,66,5.913093151,0,0,26287588,0.000701
48495,Winkler,2019,21554770,37995453,14020598,965044,59054.16438,21.55477,59.05416438,33,59.05416438,0,0,118363085,14.020598
48497,Wise,2019,172892,3531935,179348352,424198,473.6767123,0.172892,0.473676712,7,0.473676712,0,0,6786269,179.348352
48499,Wood,2019,3235851,51301287,3514802,162287,8865.345205,3.235851,8.865345205,-2,8.865345205,0,0,82278759,3.514802
48501,Yoakum,2019,26816046,37751721,141407,0,73468.61918,26.816046,73.46861918,-2,73.46861918,0,0,479107188,0.141407
48503,Young,2019,888275,1369223,927030,17732,2433.630137,0.888275,2.433630137,-5,2.433630137,0,0,24909214,0.92703
48505,Zapata,2019,55558,154671,68745531,56981,152.2136986,0.055558,0.152213699,-13,0.152213699,0,0,1086591,68.745531
48507,Zavala,2019,7035832,8341960,285484,4,19276.25205,7.035832,19.27625205,14,19.27625205,0,0,63428239,0.285484
