,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FIPS,County,Year,Oil (bbl),Casinghead (mcf),GW Gas (mcf),Condensate (bbl),Daily Rate (bbl/day),Oil (Million BBL),Daily Oil Rate (Thousand BBL/DAY),Daily,Natural Gas from Gas Wells (Billion Cubic Feet)
221,221,221,221,48443,Terrell,2000,27623,737071,63128689,352942,75.67945205,0.027623,0.07567945205479452,0.07567945205479452,63.128689
222,222,222,222,48445,Terry,2000,4834493,1858090,587065,0,13245.1863,4.834493,13.245186301369865,13.245186301369865,0.587065
223,223,223,223,48447,Throckmorton,2000,1398291,1948564,336680,556,3830.934247,1.398291,3.8309342465753424,3.8309342465753424,0.33668
224,224,224,224,48449,Titus,2000,574864,5145,0,0,1574.969863,0.574864,1.5749698630136986,1.5749698630136986,0.0
225,225,225,225,48451,Tom Green,2000,589014,3054476,678582,3961,1613.736986,0.589014,1.6137369863013702,1.6137369863013702,0.678582
226,226,226,226,48453,Travis,2000,2799,12,0,0,7.668493151,0.002799,0.007668493150684931,0.007668493150684931,0.0
227,227,227,227,48455,Trinity,2000,29509,268949,91519,2039,80.84657534,0.029509,0.08084657534246575,0.08084657534246575,0.091519
228,228,228,228,48457,Tyler,2000,319670,500568,574264,10813,875.8082191999997,0.31966999999999995,0.8758082191780822,0.8758082191780822,0.574264
229,229,229,229,48459,Upshur,2000,172832,99825,57665645,529633,473.5123288,0.172832,0.4735123287671233,0.4735123287671233,57.665645
230,230,230,230,48461,Upton,2000,11301096,30382415,26499713,297577,30961.90685,11.301096,30.96190684931507,30.96190684931507,26.499713
231,231,231,231,48463,Uvalde,2000,0,0,13271,0,0.0,0.0,0.0,0.0,0.013271
232,232,232,232,48465,Val Verde,2000,588,0,17781940,837,1.610958904,0.000588,0.001610958904109589,0.001610958904109589,17.78194
233,233,233,233,48467,Van Zandt,2000,2197199,2900194,9801257,16608,6019.723288,2.1971990000000003,6.0197232876712325,6.0197232876712325,9.801257
234,234,234,234,48469,Victoria,2000,889665,891152,28521068,363777,2437.438356,0.8896649999999999,2.4374383561643835,2.4374383561643835,28.521068
235,235,235,235,48471,Walker,2000,3796,17691,536850,4183,10.4,0.003796,0.0104,0.0104,0.53685
236,236,236,236,48473,Waller,2000,1319967,341129,7934417,1223,3616.347945,1.319967,3.61634794520548,3.61634794520548,7.934417
237,237,237,237,48475,Ward,2000,5877255,14510426,50060576,185657,16102.06849,5.877255,16.102068493150686,16.102068493150686,50.060576
238,238,238,238,48477,Washington,2000,440988,2825232,67212070,114988,1208.186301,0.440988,1.208186301369863,1.208186301369863,67.21207
239,239,239,239,48479,Webb,2000,194343,103492,300975548,1857066,532.4465753000002,0.194343,0.5324465753424658,0.5324465753424658,300.975548
240,240,240,240,48481,Wharton,2000,1242976,931981,85143137,2017668,3405.413699,1.242976,3.4054136986301367,3.4054136986301367,85.143137
241,241,241,241,48483,Wheeler,2000,401707,998675,35909624,163586,1100.567123,0.401707,1.1005671232876713,1.1005671232876713,35.909624
242,242,242,242,48485,Wichita,2000,2352241,139577,0,0,6444.49589,2.352241,6.444495890410957,6.444495890410958,0.0
243,243,243,243,48487,Wilbarger,2000,641273,33566,7285,0,1756.912329,0.641273,1.7569123287671229,1.756912328767123,0.007285
244,244,244,244,48489,Willacy,2000,508175,565108,29150230,28439,1392.260274,0.508175,1.3922602739726029,1.3922602739726029,29.15023
245,245,245,245,48491,Williamson,2000,11301,72,5356,0,30.96164384,0.011301,0.030961643835616438,0.030961643835616438,0.005356
246,246,246,246,48493,Wilson,2000,435793,52224,6239,290,1193.953425,0.435793,1.1939534246575343,1.1939534246575343,0.006239
247,247,247,247,48495,Winkler,2000,4369119,14504722,34736095,91795,11970.18904,4.369119,11.97018904109589,11.97018904109589,34.736095
248,248,248,248,48497,Wise,2000,495642,6920563,88323651,198137,1357.9232880000004,0.495642,1.3579232876712328,1.3579232876712328,88.323651
249,249,249,249,48499,Wood,2000,6975418,2854495,10716397,41185,19110.73425,6.975418,19.110734246575344,19.110734246575344,10.716397
250,250,250,250,48501,Yoakum,2000,26401096,75737631,0,0,72331.76986,26.401096000000006,72.3317698630137,72.3317698630137,0.0
251,251,251,251,48503,Young,2000,1714668,2644410,2093089,18110,4697.720547999998,1.714668,4.697720547945205,4.697720547945205,2.093089
252,252,252,252,48505,Zapata,2000,55501,74574,319695732,314904,152.0575342,0.055501,0.15205753424657534,0.15205753424657534,319.695732
253,253,253,253,48507,Zavala,2000,490335,227173,2115355,537,1343.383562,0.490335,1.3433835616438357,1.3433835616438357,2.115355
